GalaxyName,ClassAuditOnly,SPARC_RadiusKpc,SPARC_RadiusFraction,THINGS_RingIndex,THINGS_RingFractionCenter,RadiusFractionDelta,StressDispersion,StressVelocityAsymmetry,RankStressTHINGS,S_tau_things_frozen,GeometryMode,AbsResidualProjection,AbsResidualMONDSimple,AbsResidualRAR,ProjectionMinusMONDAbs,ProjectionMinusRARAbs
NGC7331,A,22.49,0.619389,7,0.625000000,0.005611000,0.211730735,0.196629909,0.231578947,0.768421053,things_global_pa_inclination_elliptical_annuli,0.0732706897432,0.0855297639024,0.080097535825,-0.0122590741592,-0.00682684608182
NGC7331,A,23.48,0.646654,7,0.625000000,0.021654000,0.211730735,0.196629909,0.231578947,0.768421053,things_global_pa_inclination_elliptical_annuli,0.0782802502181,0.0904877773899,0.0853861474089,-0.0122075271718,-0.0071058971908
NGC7331,A,24.57,0.676673,8,0.708333333,0.031660333,0.208184763,0.118386710,0.210526316,0.789473684,things_global_pa_inclination_elliptical_annuli,0.0752779703464,0.0875747957488,0.0828491481551,-0.0122968254024,-0.00757117780875
NGC7331,A,25.65,0.706417,8,0.708333333,0.001916333,0.208184763,0.118386710,0.210526316,0.789473684,things_global_pa_inclination_elliptical_annuli,0.0732077573469,0.0857523385581,0.081355960141,-0.0125445812113,-0.00814820279407
NGC7331,A,26.74,0.736436,8,0.708333333,0.028102667,0.208184763,0.118386710,0.210526316,0.789473684,things_global_pa_inclination_elliptical_annuli,0.0594731581463,0.0724085416656,0.0683037218912,-0.0129353835193,-0.00883056374493
NGC7331,A,27.82,0.76618,9,0.791666667,0.025486667,0.011794347,0.082637730,0.136842105,0.863157895,things_global_pa_inclination_elliptical_annuli,0.0490193158676,0.0625091987543,0.0586788770193,-0.0134898828868,-0.00965956115177
NGC7331,A,28.91,0.796199,9,0.791666667,0.004532333,0.011794347,0.082637730,0.136842105,0.863157895,things_global_pa_inclination_elliptical_annuli,0.0416393683108,0.0558750649587,0.0523083435151,-0.0142356966479,-0.0106689752044
NGC7331,A,29.89,0.823189,9,0.791666667,0.031522333,0.011794347,0.082637730,0.136842105,0.863157895,things_global_pa_inclination_elliptical_annuli,0.0262219428028,0.0412849693717,0.0379399717443,-0.0150630265689,-0.0117180289415
NGC7331,A,30.98,0.853208,10,0.875000000,0.021792000,0.100911657,0.077093132,0.157894737,0.842105263,things_global_pa_inclination_elliptical_annuli,0.0396113844071,0.0557381558694,0.0526172064639,-0.0161267714623,-0.0130058220567
NGC7331,A,32.06,0.882952,10,0.875000000,0.007952000,0.100911657,0.077093132,0.157894737,0.842105263,things_global_pa_inclination_elliptical_annuli,0.0336965586366,0.0509472665258,0.048017071541,-0.0172507078891,-0.0143205129043
NGC7331,A,33.15,0.912972,10,0.875000000,0.037972000,0.100911657,0.077093132,0.157894737,0.842105263,things_global_pa_inclination_elliptical_annuli,0.0169038184309,0.0353085126867,0.0325417535686,-0.0184046942558,-0.0156379351377
NGC7331,A,34.23,0.942716,11,0.958333333,0.015617333,0.006865571,0.012566379,0.115789474,0.884210526,things_global_pa_inclination_elliptical_annuli,0.0211329464101,0.0407795313691,0.038162798405,-0.019646584959,-0.0170298519949
NGC7331,A,35.32,0.972735,11,0.958333333,0.014401667,0.006865571,0.012566379,0.115789474,0.884210526,things_global_pa_inclination_elliptical_annuli,0.000716407926797,0.0203379268765,0.0178675190923,-0.0196215189497,-0.0171511111655
NGC7331,A,36.31,1,11,0.958333333,0.041666667,0.006865571,0.012566379,0.115789474,0.884210526,things_global_pa_inclination_elliptical_annuli,0.00370841500343,0.0263918224452,0.0240673017188,-0.0226834074418,-0.0203588867153
